user_id,screen_name,created_at,text,favourites_count,retweet_count
1364775427550699520,notcoffeebot,2021-10-06T22:36:16Z,I'm really not drinking coffee and I'm okay.,0,0
1364775427550699520,notcoffeebot,2021-10-06T19:36:20Z,I'm still not drinking coffee and I don't have heartburn.,0,0
1364775427550699520,notcoffeebot,2021-10-06T17:26:08Z,I'm really not drinking coffee and I don't have the jitters.,0,0
1364775427550699520,notcoffeebot,2021-10-06T21:16:15Z,I'm still not drinking coffee and I'm okay.,0,0
417183946,ActuallyRoland,2021-10-07T00:35:25Z,Coffee is the second most traded commodity on Earth after oil.,8820,0
938705373195780096,pnsusonn,2021-10-07T00:35:22Z,it's been a month since last nako nga coffee hahaha wAwingZ never thought i could until i did,2764,0
1136723351907590144,undersxorekeith,2021-10-07T00:35:22Z,body clock stfu i know its dark but it’s only 7:30pm and i had coffee less than 4 hours ago so stop being tired rn,29214,0
1322004819746447361,coffee_n_ice,2021-10-06T20:14:29Z,@pjmdilfz @ICHIY00N no cuz hes literally the kindeste person on earth ???,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T21:13:31Z,"@anyyaggi @7_amae @BTS_twt but im pretty sure bts have gone to argentina, and there's chances theyll go there in a few years. when i tell u im gonna go to stidy in argentina just so i have a slightly bigger chance to see them, cuz bestie, im from venezuela. 😭😭😭",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:44:11Z,@hopehobah then dont....?,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:20:27Z,@btsonyeonsam im a butter army tho,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:27:42Z,@Takemiichii @_algernon_21 @monocinders @tetebbi istg im not bullshiting when i say spotify is not available in my country and my internet is so baD that songs dont even start playing on SoundCloud 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:57:19Z,"@Always4Bangtan @Takemiichii @_algernon_21 @monocinders @tetebbi yes, i lose focus incredibly easy, like it literally hurts me how hard for me ots to stay focus. even more as someone who loves music, on top of that i suck at multitasking. i wanna listen and take everything in and appreciate it. cuz ik their music is worth it.",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:07:02Z,@Mel5559 @JweHopee @THEEEhottie thanks for this 🙌🙌,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:38:10Z,"@monocinders cuz who r u to invalidate a baby army, army-ness??? who r u to invalidate how much comfort would a baby army get from seeing bts live, huh? yeah, u want to see them, and you've been wanting to see them for longer  that doesn't mean that, us, baby armys dont deserve to see them.+",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:45:03Z,@princessdaddyve can i laugh 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:56:09Z,"@uhgoodjeon lmaoooooo . ngl id like go to a bts concert in the nosebleed part at least once cuz istg the stage effects and the army bombs look soooo good from up there. so if i get to go to a bts concert one day, idbprobs buy nosebleed one day and aim for barricade in another date",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:07:41Z,@b_t_s_4life wait ppl do so????? isnt that like bad for ur health????,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:27:19Z,"@tetestheticc @warmlqttae @monocinders and abt the jokey joke thingy. istg every 1 of 7 tweets in my tl r just saying ""jokey jokes"" abt baby armys. and this is not even the first time it happens. its getting annoying, yk?",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:22:16Z,@reinerspakigf wait whats the keyword for this ?,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:06:20Z,@Nony85612123 @OpheliaB @heart_ofgloss @keepstrugglin_ latam be like : so close but so far 😭😭😭😭😭 get me out of here please 😭😭😭😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:39:53Z,@angel_icjm thats so cringy istg i hate it 😭😭😭 ive got an irl friend who turned out to be an army as well and she has her brother as oppa. when i tell u i cringed so bad that i almost asked her. why? why??? 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:36:30Z,"@monocinders and if what yall are pressed abt is baby armys getting barricade. breaking news, they wont. cuz armys w mots7 tickets will have priority sooo when ppl wo tickets get to buy. i promise you, there wont be barricade left so stop paying attention to those cuz its literally impossible",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T21:13:41Z,@anyyaggi @7_amae @BTS_twt if there's somewhere where they're never setting a foot on is here lol 😭😭🤡,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:35:01Z,@gogoKZgo dude istg id love to go to  abts concert alone. me thinks id like it even more than going w someone lmao,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:34:15Z,@agustranda idk if u r talking abt fanfics or not but-- i just finished reading the song of achilles and everything on that book was just gorgeous. i loved it. the authors way of writing was just cheffs kiss bye,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:57:38Z,"@Always4Bangtan @Takemiichii @_algernon_21 @monocinders @tetebbi cuz if were talking abt listening just to listen im pretty sure ive listened close to their whole discography so i can recognize the songs but i wouldn't be able to tell u the name nor rom which albul it is, and that's not how i want it to be",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:37:52Z,"@monocinders and what if they dont? what if they cant?  it still doesnt matter, that doesnt make them any less of a fan, nor any less worthy of seeing bts live. cuz this discourse of older armys just implying over and over again that they deserve the ticket more than baby armys is just unfair",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:51:32Z,"@joonsrighteye @bybyeong yeahhhhh. idtg i rarely course in my native language, cuz i actually prefer not to. but i always course in english lmaooo",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:41:56Z,"@monocinders and yk what? i am, in fact, pressed cuz dude older army complex is real. and this whole thread is the proof of it. how yall be bullying baby armys for not knowing every song? damn, maybe u should try to educate us, saying idk, hey ami! check out this song! instead of shaming us?+",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:26:19Z,"@kufangs oh nononono im a butter army. i do think dyna armys have been here for good while, like enough to know a good handful of the oldest songs, but since we all r always put in the same bag :]",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:09:11Z,"@sunshysunoo @tamethybunny @ICHIY00N was it rly like that??? lmaoooo. that's sad tho, i love shawny :( but did rly ppl not know his songs ☠️☠️",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T22:13:56Z,"@louderthanmitam @stillwguuk @princessdaddyve now the thing is,,, is he acting orrrrr",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:43:59Z,"@Takemiichii @_algernon_21 @monocinders @tetebbi oh, yeah, yt yes, it is still annoying as shit. but-- yk what nvr mind *sigh*",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T23:06:10Z,when i tell u i GASPED https://t.co/EzN8lvJxPC,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:23:34Z,yeah got tired of this lmao muted . stan by what i said . stop bullying baby armys thanks https://t.co/RRwQIdvGj5,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:34:48Z,"@monocinders no cuz im sick of all this hypocrisy lmao-- yall rly be like ""bts debuted for you when you met them💜🥺✨✨✨"" but then be shitting on baby armys for being,,,, baby armys ??? like fr do u expect someone who just joined the fandom less than a year ago to know aLL of bts' songs???+",10234,0
1322004819746447361,coffee_n_ice,2021-10-07T00:35:20Z,@mapofthekee @princessdaddyve a to the g to the u to the s t d 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:43:50Z,@monocinders so we should try to stop invalidating one another.+,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:19:01Z,@b_t_s_4life id wake up w my boobs burning if i did so 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:23:34Z,@tetestheticc @warmlqttae @monocinders plot twist: u dont even get to listen to them rly often just because u dont count with ur own devices to do so lmao. everyone's lives r different. u said it yourself.,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:04:48Z,@TAESDlOR MANIFESTING FOR U BESTIE !!!,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:44:50Z,"@monocinders and older armys should stop shaming baby armys, cuz yall be here laughing, but when you're in the receiving end i promise its not as fun. its rather invalidating and i wouldn't even be surprised if someone decided to leave the fandom because of this. +",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T23:12:56Z,@turnofphase smart ppl thingz 😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:08:44Z,so when i say that i deserved to get hit is that some sort of internalized shit or whta https://t.co/NBvGRZmoSa,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:07:54Z,@OT7Bubbles why did this reminded me of squid game bye,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:45:53Z,@princessdaddyve thanks 😭😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:27:05Z,@tetestheticc @warmlqttae @monocinders i never said it understandable???? its rather embarrasing. i probs didn't recognize a good handful of songs on muster. but i knew that i just hadn't listened to them. it goes down from person to person.,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:52:51Z,@louderthanmitam @btswift22 @bybyeong yeah like i prefer saying one thousand times shit or fuck rather than idk mierda or coño lmao,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T21:09:21Z,@Nony85612123 @OpheliaB @heart_ofgloss @keepstrugglin_ latin america 😭😭😭😭,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:06:52Z,@angelboykoo bYE U DIDN'T HAVE TO MAKE ME CRY,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:23:51Z,@_algernon_21 @monocinders @tetebbi i never said it wasn't??? it was not even overconfident but just annoying and stupid cuz its literally impossible for us to get barricade :],10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:44:34Z,@OT7Bubbles whatever for those concert tickets,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:39:14Z,the fact that hes joking doesn't make it any less painful bye https://t.co/uUF50QGy3X,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:21:03Z,"@reinerspakigf im too lazy, it'll never get to bookstores sadly T.T",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:45:04Z,@monocinders cuz this is the proof of how toxic army can get to be. +,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:49:01Z,"@monocinders there it is i finally vented bye. pls dont cancel me this is just my thoughts lmao. and if i said anything wrong, consider pls instead of screaming at me, kindly educate me. cuz i didnt mean any harm by writing this but rather exposing the other side of the coin &gt;:]",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:42:15Z,"@monocinders its srsly infuriating how all this dicourae came back. dude at the end of the dya we're all armys, arent we? we all want to see bts . and we all want bts to see army live . please, chill. cuz yall srsly be getting annoying af.+",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:14:48Z,😀it😀just😀stresses😀me😀out😀every😀time😀my😀parents😀 scream😀at😀me😀like😀they😀dont😀hit😀me😀anymore😀but😀when😀they😀scream😀i😀just😀wanna😀✨cry✨😀 https://t.co/sQDG3rX7dZ,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:10:23Z,oh well thats nice to know since my biggest fear is literally becoming like my parents when i hace my own child lol 😀 https://t.co/gRgxObjOri,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:11:50Z,@taehyungsart1 @JamieFord98 @ICHIY00N but like why fight over smt that wont even happen cuz baby armys dont even have the chance to get barricade ☠️☠️,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T20:13:44Z,@eclatgloss @ICHIY00N they cant cuz ppl who got mots7 r gonna have presale. by the moment baby armys get to buy barricade will be long sold out,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T23:11:42Z,"@TAESDlOR bestie, the tweet above urs &lt;3 https://t.co/ovVHJ4nsAJ",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:18:48Z,@bread_jennie @warmlqttae @monocinders this. is like they say we can just vibe to them or idk. but we wanna take our time to actually /know/ them,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:53:05Z,@JJKD1ARY @_algernon_21 @monocinders @tetebbi cuz ppl w mots7 tickets will have (have had) presale and barricade sold out quick af. so when the ticketing opens to those who didn't have tickets getting barricade will be pretty much impossible,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:36:51Z,"@monocinders anyway is fucking sickening how u keep shaming us for not knowing bts whole discography when, idk if u forgot, it is literally huge af. either way ik that if a dyna, butter, or ptd army gets to go to the la concert they'll do their best to learn all the lyrics and fanchants.+",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T19:21:50Z,@kufangs oh wait i thought u weren't reading. ok !,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:47:25Z,"@monocinders the point where instead of supporting and and guiding baby army, they're shaming them. please stop. i say this as a butter army. i haven't been here gor half as long as yall have, nor do i know every bts song and every lyric and fanchant. that doesn't mean i love them any less :]",10234,0
1322004819746447361,coffee_n_ice,2021-10-06T17:43:39Z,@monocinders you want to see bts. we want to see them as well. you have been longer in the fandom. we have been here way less time than you. you've been waiting  lot to see bts live. we have never even experienced a bts concert that wasn't online. both are very valid. +,10234,0
1322004819746447361,coffee_n_ice,2021-10-06T18:41:08Z,@jvnggkuk omg i srsly didn't think abt that 😭😭 im so happy for them 😭😭 like frfr,10234,0
906803084575338496,skankyliar,2021-10-07T00:32:38Z,@LordJoseph1234 @coffee_1sugar I'm not getting involved 🤭🤣,67282,0
906803084575338496,skankyliar,2021-10-07T00:27:50Z,@LordJoseph1234 @coffee_1sugar Not forgetting your spats with @coffee_1sugar 🤣😂,67282,0
906803084575338496,skankyliar,2021-10-07T00:26:20Z,"@LordJoseph1234 @coffee_1sugar No...the pleasure is mine. You most definetly brighten my day, your escapades with your Aunt are my guilty pleasure 🤭",67282,0
906803084575338496,skankyliar,2021-10-06T23:49:41Z,@LordJoseph1234 @coffee_1sugar How have you managed to pull that off? Wheres Aunt tonight.,67282,0
906803084575338496,skankyliar,2021-10-07T00:17:34Z,"@LordJoseph1234 @coffee_1sugar Family courts are a joke, not fit for purpose. Friend of mine spent loads going through the courts, won yet still doesn't see his kids. I find it hard to imagine you feeling low, you hide it so well. But then we all have those days. Yet I've never felt thst with you.",67282,0
906803084575338496,skankyliar,2021-10-06T23:58:34Z,@LordJoseph1234 @coffee_1sugar Good job you love her 🤭,67282,0
906803084575338496,skankyliar,2021-10-07T00:02:24Z,"@LordJoseph1234 @coffee_1sugar Wow! You're really good at it, its a gift. I wouldn't have the patience. Do you not have your own family, if that's not to personal to ask.",67282,0
906803084575338496,skankyliar,2021-10-06T23:51:28Z,@LordJoseph1234 @coffee_1sugar Youre so good with her ❤,67282,0
906803084575338496,skankyliar,2021-10-07T00:21:57Z,"@LordJoseph1234 @coffee_1sugar Aww bless, its saddens me to hear this 😪 You are a rare breed fella and I for one, are so glad you're here ❤",67282,0
906803084575338496,skankyliar,2021-10-06T19:18:29Z,@coffee_1sugar @LordJoseph1234 Most definitely babe. Innocent bystander me x,67282,0
906803084575338496,skankyliar,2021-10-07T00:35:19Z,@LordJoseph1234 @coffee_1sugar So you don't live in the same area then? For some reason I thought you did.,67282,0
906803084575338496,skankyliar,2021-10-07T00:32:10Z,@LordJoseph1234 @coffee_1sugar Is Aunt a 7 day thing then...surely not?,67282,0
906803084575338496,skankyliar,2021-10-06T23:54:15Z,@LordJoseph1234 @coffee_1sugar Shes lucky to have you ❤,67282,0
906803084575338496,skankyliar,2021-10-07T00:06:38Z,"@LordJoseph1234 @coffee_1sugar Cranks 🤭 How sad that its made difficult for you regards the other two. I hear this so much, very sad.",67282,0
906803084575338496,skankyliar,2021-10-07T00:11:03Z,"@LordJoseph1234 @coffee_1sugar I can imagine regards the courts. Total waste of time. I know of male friends who have won the right to see their kids, and the Mother still stops it. You do very well at making others laugh, you make me titter daily. We need more of you in the world ❤",67282,0
1928749028,jennraisin,2021-10-07T00:35:15Z,"(In case you’re not a caffeine fiend, it’s a chai latte with espresso because why choose between tea and coffee?)",3782,0
1033559201539219458,squirrel_bd,2021-10-07T00:35:13Z,"@LlamaInaTux I like my men like I like my coffee.
Ground up and in the freezer.
😏",178178,0
1420039043727953921,FayOfTheLake,2021-10-07T00:35:12Z,"@ardentistellas [She sips calmly on her own cup of coffee.]

To see one slip past your fingers, escape your grasp. . . Mhh. I can understand your panick, anyone in your stead would probably share it, to be honest. 

Someone has taken a hold of his body, yes? 

&gt;&gt;",735,0
1420039043727953921,FayOfTheLake,2021-10-06T23:56:26Z,"@ardentistellas So I have heard. Vaguely, at least.

The commotion was enough to imply it.

[Handing a cup of coffee.] I tend to drink five people's worth of caffeine. I don't mind sharing.",735,0
892584182328606720,hartstone_a,2021-10-07T00:35:10Z,@Hardy_SXM Coffee.  Yeah I know not original but it is what it is 🤷🏻‍♂️,30220,0
456222736,Coffee_Is_love,2021-10-06T19:52:43Z,@paulwilsonimage Breathtaking,21968,0
456222736,Coffee_Is_love,2021-10-06T19:13:17Z,This. https://t.co/9YFkMKrMAo,21968,0
456222736,Coffee_Is_love,2021-10-06T17:26:43Z,@DDenewett Your stuff comes at the right time. Thank you.,21968,0
456222736,Coffee_Is_love,2021-10-06T18:00:39Z,@ReeInspired I think so. It's so huge how do we not know? Definitely possible.,21968,0
456222736,Coffee_Is_love,2021-10-06T17:57:00Z,"@Jayecane ""This is goodbye. ""

Good song. https://t.co/7dk7XKiLaO",21968,0
456222736,Coffee_Is_love,2021-10-06T22:03:35Z,@mandylawson7 I'm too chicken to dye my hair.,21968,0
456222736,Coffee_Is_love,2021-10-06T19:52:29Z,I haven't taken mg anxiety meds in 2 days because I'm out of them. I've been feeling the withdrawal today for them and felt like throwing up. I put on my relief band and within a few minutes the throw up feeling went away. Glad I got mine.  It helps in the car too for carsickness https://t.co/sZklNUAKYt,21968,0
456222736,Coffee_Is_love,2021-10-07T00:33:42Z,@DDenewett And this one https://t.co/qQlxcfuu8r,21968,0
456222736,Coffee_Is_love,2021-10-06T19:47:36Z,@Christian_Racin @wxbrad @CLTMotorSpdwy Double rainbow,21968,0
456222736,Coffee_Is_love,2021-10-07T00:35:10Z,@yaddathree Dustin,21968,0
456222736,Coffee_Is_love,2021-10-06T22:01:27Z,"I saw this quote and loved it I had to share.

“Sometimes the greatest storms bring out the greatest beauty. Life can be a storm, but your hope is a rainbow and your friends and family are the gold.”- Unknown",21968,0
456222736,Coffee_Is_love,2021-10-06T18:09:18Z,Smile. https://t.co/n3xy0U61CD,21968,0
456222736,Coffee_Is_love,2021-10-07T00:26:35Z,Yup I'm definitely going to bed early. Good thing I can get my anxiety meds tomorrow so I don't keep feeling sick without them. Good night all.,21968,0
456222736,Coffee_Is_love,2021-10-06T23:57:04Z,I'm still not feeling too well tonight so I may go to bed early.,21968,0
456222736,Coffee_Is_love,2021-10-06T18:09:18Z,Someone somewhere has a campfire going and it's smelling amazing.,21968,0
456222736,Coffee_Is_love,2021-10-07T00:33:08Z,@DDenewett Don't make the mistake my husband did. He saw Serenity first. The movie. Then Firefly. It's one series we love to watch together. This gif is my favorite and comes from it. https://t.co/lYvtrUuzaG,21968,0
456222736,Coffee_Is_love,2021-10-06T19:10:00Z,@Woden I'm here. Just now seeing this big bro,21968,0
456222736,Coffee_Is_love,2021-10-06T19:10:09Z,@barb_avon @Woden What she said.,21968,0
456222736,Coffee_Is_love,2021-10-06T19:14:39Z,@KissingStories The Holiday,21968,0
456222736,Coffee_Is_love,2021-10-06T19:53:33Z,@kirstie_talbot we would so get along.,21968,0
456222736,Coffee_Is_love,2021-10-06T19:55:06Z,@kirstie_talbot Basically all lol. I'm also one who bakes.,21968,0
419101169,Kofi_Not_Coffee,2021-10-06T18:28:37Z,"@kelcmore Anytime you can sell your soul for a chance at that Fox News payday, you have to do it lol. Everybody has a price... hers is just lower than most",10175,0
419101169,Kofi_Not_Coffee,2021-10-06T17:21:48Z,Why is she like this?? 🤡🤡 https://t.co/Q0Y2XbDbHh,10175,0
419101169,Kofi_Not_Coffee,2021-10-07T00:33:14Z,Sosa's a little nervous,10175,0
419101169,Kofi_Not_Coffee,2021-10-07T00:35:05Z,2000s Nelly was a MOVEMENT. I'm from the Lou and I'm proud! 😭😭😭 https://t.co/Fc0QCzWLhQ,10175,0
18195543,dianakelly,2021-10-07T00:35:01Z,"Before you take a sip of that post-dinner #coffee, you may want to read about how it could affect your #sleep later tonight. https://t.co/UITkJNQo9F",7669,0
27794008,947theDrive,2021-10-07T00:35:01Z,"Six Flags America has created daytime activities for the little kids this Halloween Season. Listen for the 80's Coffee Break all week for your chance to win a 4-pack tickets.
https://t.co/fgXSDgPz1S",783,0
1137619888170659840,kamtudis,2021-10-07T00:35:00Z,"Where is the sight and the coffee?
Where is the moon that was painting?
They have passed like cats in the country, like nights in the river;
The days have gone down in the dust far past the vales into terror.

How did it come to this?",517,0
915848218839154688,bbkae_,2021-10-07T00:34:56Z,hot coffee on a rainy morning ☕️,2555,0
1359984397412352011,YooooooNick,2021-10-07T00:34:52Z,Hint I hate coffee https://t.co/YXESrWIKWh,2590,0
1400938265411211265,emilyverissimo4,2021-10-07T00:34:44Z,@MrsOTeachesK I leave the house with two yetis of coffee. Lucky if it lasts me until 10!,2010,0
1441073508818112515,ComradeSnake3rd,2021-10-07T00:34:43Z,@AdsoOfBelk I like my women how I like my coffee: black,2687,0
1441073508818112515,ComradeSnake3rd,2021-10-07T00:34:32Z,@AdsoOfBelk I like my women how I like my coffee: a bit of sugar and full of cream,2687,0
1442659190904745985,namifasolatido_,2021-10-07T00:34:43Z,Stupid coffee is giving me palpitations. I can't focus on replying to plots,24,0
